plotnumber,sourceyr,ecoregion,ecoregion_title,ecodistr,ecodistr_title,ecosite,ecosite_title,ecosite_soil_component,mean_tree_age_year,dominanttree,dominantshrub,dominantherb,dominantcryptogam,laivascular,laitotal,position,slope_position_title,aspect,aspect_cardinal,slope,slope_class_degrees_title,drainage,drainage_title,seepage,elevation_m,mr,soil_moisture_class_title,pm,parent_material_title,order_soil,soil_order_title,grgroup,soil_great_group_title,subgrp,soil_subgroup_title,cf_percent_120,particlesizeclassname_dom_0_30,depth_to_bedrock_cm,depth_to_water_table_cm,depth_to_root_restricting_cm,depth_of_organic_matter_cm,total_live_cover_percent,unknown_taxa_total_cover_percent,number_of_taxa_after_transform,calcareous_0_30,leaf_litter,needle_litter,rock,soil,water,woody_debris,broadleaf_tree,needleleaf_tree,broadleaf_overstory_tree,broadleaf_sapling,broadleaf_seedling,needleleaf_overstory_tree,needleleaf_sapling,needleleaf_seedling,shrub_cover,floating_aquatic_cover,forbs_and_graminoids,bryophytes_and_lichens,submerged_aquatic
969,1999 2000,BP,Boreal Plain,G13,Nisbet Plain,BP2,Jack pine/lichen,Moderately fresh sand,88,PINUBAN,ARCTUVA,MAIACAN,PLEUSCH,13.11,79.06,4,Lower Slope,110,E,2,0.5 – 2.0 degrees,2,Rapid,0,513,3,Moderately Fresh,4,Lacustrine,3,Chernozemic,14,Dark Gray,ORT,Orthic,0,Sandy,NA,NA,NA,2,70.51,1.5,36,non-calcareous,0,3,0,0,0,6.5,0,4.93,0,0,0,3,0.5,1.5,3.46,0,8.25,53.75,0
971,1999 2000,BP,Boreal Plain,G13,Nisbet Plain,BP2,Jack pine/lichen,Moderately fresh sand,59,PINUBAN,ARCTUVA,VIOLADU,CLADMIT,11.21,41.36,1,Crest,240,W,2,0.5 – 2.0 degrees,2,Rapid,0,523,3,Moderately Fresh,4,Lacustrine,5,Brunisolic,8,"Eutric				",ORT,Orthic,0,Sandy,NA,NA,NA,2,54.51,1,29,non-calcareous,0,18.75,0,0,0,1.5,0.01,10.9,0,0,0.01,10,0.5,0.5,1,0,2,40.5,0
972,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,104.5,PICEMAR,VACCVIT,RUBUCHA,CLADRAN,43,65.3,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,0,445,9,Moderately Wet,7,Organic,7,Cryosolic,17,Organic        ,FIB,Fibric,0,Organic Fibric,NA,30,90,160,147.5,0,26,non-calcareous,0,0,0,0,0,5,0,10.45,0,0,0,0,10,0.5,21.4,0,6.5,100,0
973,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,104.5,PICEMAR,LEDUGRO,RUBUCHA,CLADRAN,99.255,110.355,3,Mid Slope,180,S,2,0.5 – 2.0 degrees,7,Very poor,0,442,9,Moderately Wet,7,Organic,7,Cryosolic,17,Organic        ,FIB,Fibric,0,Organic Fibric,NA,40,65,160,196.42,0,16,non-calcareous,NA,NA,NA,NA,NA,NA,0,27.46,0,0,0,0,10,19.41,56.63,0,0.26,96.25,0
974,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,104,BETUPAP,MYRIGAL,RUBUCHA,SPHASPP,119.7,122.9,4,Lower Slope,180,S,3,2.0 – 5.0 degrees,7,Very poor,0,448,8,Very Moist,7,Organic,1,Organic,2,Mesisol,TER,Terric,38,Organic Fibric,NA,60,NA,53,165.5,0.25,32,non-calcareous,NA,NA,NA,NA,NA,NA,10,10.45,0,10,0,0,10,0.5,56.71,0,5.25,66.75,0
975,1999 2000,BS,Boreal Shield,C11,Cree Lake Upland,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,48.5,PINUBAN,LEDUGRO,GEOCLIV,PLEUSCH,95.36,135.96,1,Crest,106,E,7,> 30.0 degrees,2,Rapid,0,520,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,38,Sandy,NA,NA,NA,11,102.51,0,16,non-calcareous,0.5,0.5,0.25,0,0,1.75,3,28.36,0,3,0,10,20,0.5,39.44,0,0.5,23.75,0
976,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,93,PICEMAR,LEDUDEC,RUBUCHA,CLADRAN,116.615,154.765,5,Toe Slope,350,N,3,2.0 – 5.0 degrees,7,Very poor,0,452,9,Moderately Wet,7,Organic,1,Organic,1,Fibrisol,TYP,Typic,0,LFH,65,NA,65,60,127.52,0,31,non-calcareous,0,0,5,0,0,10,0,41.5,0,0,0,20,10,18.76,26.05,0,10.01,40.75,0
977,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,NA,PICEMAR,VACCVIT,GEOCLIV,LICHSPP,80,158.2,1,Crest,90,E,6,15.0 – 30.0 degrees,1,Very rapid,0,480,1,Dry,9,Rock,8,Nonsoil,19,Nonsoil,NS,NA,0,Bedrock,0,NA,0,3,92.5,0,19,non-calcareous,1.5,0,0,0,0,1.5,3,20,0,3,0,0,20,0,43.92,0,5,15.75,0
978,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,90,BETUPAP,LEDUDEC,RUBUCHA,PLEUSCH,98.01,155.46,3,Mid Slope,350,N,7,> 30.0 degrees,2,Rapid,1,457,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,20,Loamy,80,NA,80,11,173.94,0.25,37,non-calcareous,0,0,0,0,0,5.25,10.01,26.6,0,10,0.01,3,10,15.93,46.35,0,1.75,81,0
979,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS7,White birch - black spruce/lingonberry,Moderately dry loamy sand,104,BETUPAP,VACCVIT,GEOCLIV,LICHSPP,50.25,114.05,2,Upper Slope,20,N,6,15.0 – 30.0 degrees,2,Rapid,0,461,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,10,Bedrock,11,NA,11,5,96,0,30,non-calcareous,0,0,5,1.5,0,0,10,3.24,0,10,0,0,3,0.25,29.91,0,1.75,49,0
980,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,105,PICEMAR,VACCVIT,RUBUCHA,CLADSPP,25.47,69.52,4,Lower Slope,304,W,6,15.0 – 30.0 degrees,2,Rapid,0,453,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,20,Loamy,28,NA,28,7,85.01,0,31,non-calcareous,6.5,1.75,3,0,0,5.25,1.5,13.14,0,1.5,0.01,3,10,0.5,11.34,0,1,57.25,0
981,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,NA,BETUPAP,VACCVIT,RUBUCHA,PLEUSCH,72.81,113.61,3,Mid Slope,304,W,6,15.0 – 30.0 degrees,1,Very rapid,0,452,1,Dry,7,Organic,1,Organic,18,Folisol,HEM,Hemic,0,LFH,29,NA,29,29,115.21,0,38,non-calcareous,20,1.75,0.25,0,0,6.5,3.01,10.9,0,3,0.01,0,0.5,10.45,48.22,0,3,42,0
982,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,92,PICEMAR,VACCVIT,NA,PLEUSCH,75.11,128.86,2,Upper Slope,281,W,6,15.0 – 30.0 degrees,3,Well,0,478,4,Fresh,3,Morainal,2,Gleysolic,5,Gleysol,REG,Rego,38,Coarse-Silty,27,NA,27,8,125.17,0,31,non-calcareous,15,1.75,0,0,0,6.5,0.5,41.19,0,0.5,0,0,37.5,5.91,29.78,0,0,49.5,0
984,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,62.5,PINUBAN,ALNUCRI,EPILANG,LECACIR,55.4,56.8,2,Upper Slope,326,N,3,2.0 – 5.0 degrees,2,Rapid,0,515,3,Moderately Fresh,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,26,Sandy,NA,NA,NA,3,64.5,0.25,22,non-calcareous,0,50,0,3,0,1.75,0.5,44.03,0,0,0.5,37.5,10,0.5,6.15,0,3,6.75,0
985,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,53,PICEMAR,ALNUCRI,CORNCAN,PTILCRI,83.4,89,5,Toe Slope,999,L,1,0 – 0.5 degrees,3,Well,1,515,4,Fresh,1,Fluvial,6,Regosolic,10,"Regosol	",ORT,Orthic,10,Loamy,NA,26,NA,11,112.25,1,47,non-calcareous,5.25,3,0,0.25,0,0.5,10.9,35.52,10,0,1,28,10.45,0,6.12,0,31.25,23.25,0
987,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS17,Black spruce treed bog,Very moist mesic organic,54,PICEMAR,LEDUGRO,CORNCAN,PLEUSCH,90.75,146.6,5,Toe Slope,72,E,2,0.5 – 2.0 degrees,3,Well,1,510,4,Fresh,1,Fluvial,6,Regosolic,10,"Regosol	",ORT,Orthic,3,Sandy,NA,33,NA,15,158.25,0.5,30,non-calcareous,0,0.5,0,0,0,3,0,49.72,0,0,0,35.2,22.4,0,23.49,0,4.5,67.25,0
988,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,73,PINUBAN,VACCMYR,EPILANG,PLEUSCH,121.85,126.25,1,Crest,160,S,5,9.0 – 15.0 degrees,2,Rapid,0,525,2,Moderately Dry,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,34,Sandy,NA,NA,67,1,128.23,0.5,32,non-calcareous,0.25,37.5,1.5,1.75,0,3,8.71,61.04,0,3,5.89,37.5,37.5,0.25,28.78,0,3.75,9.75,0
989,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,61.5,PINUBAN,VACCMYR,CORNCAN,TUCKAME,64.86,65.66,3,Mid Slope,90,E,5,9.0 – 15.0 degrees,3,Well,0,525,4,Fresh,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,NA,NA,NA,1,69.65,0.255,23,non-calcareous,0,37.5,0,11.5,0,6.5,2.24,30.51,0,0,2.24,22.4,10,0.5,20.6,0,9.75,4,0
990,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,59,PINUBAN,VACCMYR,CORNCAN,USNELAP,87.11,88.91,4,Lower Slope,360,N,5,9.0 – 15.0 degrees,2,Rapid,0,525,3,Moderately Fresh,2,Glacial-fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,47,Sandy,NA,NA,80,1,96.89,0,29,non-calcareous,1.5,28.75,1.5,0.5,0,6.5,0.01,51.5,0,0,0.01,39.38,20,0,24.75,0,4,7.5,0
991,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS3,White birch/lingonberry/lichen,Moderately dry loamy sand,NA,BETUPAP,VACCVIT,GEOCLIV,LICHSPP,24,59.9,1,Crest,999,L,5,9.0 – 15.0 degrees,1,Very rapid,0,460,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,42,Sandy,NA,NA,NA,5,39.25,0,26,non-calcareous,15,0,44,0,0,0,3,0,0,3,0,0,0,0,19.4,0,1.5,15.25,0
992,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,57,PICEMAR,EMPENIG,GEOCLIV,LICHSPP,35.5,66.45,1,Crest,999,L,4,5.0 – 9.0 degrees,1,Very rapid,0,474,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,41,Gravelly,NA,NA,NA,2,43.25,0,25,non-calcareous,1.5,0.25,3,0,0,0.25,3,13.14,0,3,0,0,12.7,0.5,15.35,0,0.25,10.25,0
993,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,97,PICEMAR,VACCVIT,NA,LICHSPP,70.51,92.81,1,Crest,35,N,3,2.0 – 5.0 degrees,1,Very rapid,0,451,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,42,Sandy,NA,NA,NA,9,89.76,1,26,non-calcareous,0,0,0.25,0,0,0,0,20,0,0,0,0,20,0,50.62,0,0,18.5,0
994,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,97.5,PICEMAR,VACCVIT,CALACAN,BRYOSPP,101.7,139.8,4,Lower Slope,180,S,3,2.0 – 5.0 degrees,5,Imperfect,1,446,6,Moderately Moist,3,Morainal,5,Brunisolic,9,"Dystric			",GLE,Gleyed ,23,Gravelly,NA,65,NA,8,119.14,0.5,20,non-calcareous,0,0,1.5,0,0,0,3.24,51.18,0.25,3,0,0,37.5,21.89,39.67,0,0.5,15,0
995,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS2,Jack pine - black spruce/lichen,Moderately dry sand,66,PINUBAN,VACCVIT,GEOCLIV,LICHSPP,60.46,98.16,1,Crest,999,L,4,5.0 – 9.0 degrees,1,Very rapid,0,470,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,43,Gravelly,NA,NA,NA,3,87.67,0,27,non-calcareous,0,3,6.5,0,0,3,0.5,48.66,0,0,0.5,10,39.38,5.91,5.96,0,0.26,24.5,0
996,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS2,Jack pine - black spruce/lichen,Moderately dry sand,60,PICEMAR,VACCVIT,GEOCLIV,LICHSPP,63.1,108.45,1,Crest,160,S,6,15.0 – 30.0 degrees,1,Very rapid,0,471,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,44,Sandy,NA,NA,NA,3,73.5,0,30,non-calcareous,1.5,10,10.25,0,0,0,1,29.43,0,0.5,0.5,0,28,1.99,11.12,0,10,19.25,0
997,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS2,Jack pine - black spruce/lichen,Moderately dry sand,66,PINUBAN,VACCVIT,GEOCLIV,CLADMIT,79.35,109.5,1,Crest,150,S,5,9.0 – 15.0 degrees,2,Rapid,0,464,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,10,Sandy,NA,NA,NA,2,101.42,0,29,non-calcareous,0,3,6.5,0,0,1.5,3.24,47.5,0,3,0.25,0,43.75,6.67,21.21,0,0.25,22,0
999,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,NA,PICEMAR,CHAMCAL,RUBUCHA,LICHSPP,26.95,77.8,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,0,444,9,Moderately Wet,7,Organic,1,Organic,2,Mesisol,TER,Terric,44,Organic Fibric,NA,30,60,60,54.21,0.25,38,non-calcareous,3,0.5,62.5,0,1.5,6.5,0.75,14.01,0,0.5,0.25,0,10,4.46,11.5,0,0.5,26.5,0
1001,2001,TS,Taiga Shield,A3,Robins Lake Upland,TS9,Black spruce treed bog,Moderately wet mesic organic,103.5,PICEMAR,CHAMCAL,RUBUCHA,BRYOSPP,72.9,80.5,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,0,448,10,Wet,7,Organic,7,Cryosolic,17,Organic        ,FIB,Fibric,0,Organic Fibric,NA,14,26,160,117.93,1.75,33,non-calcareous,11.5,1.75,1.5,0,0,20.25,0,21.4,0,0,0,0,20,1.75,29.24,0,2,62,0
1002,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS4,Black spruce/lingonberry/feathermoss,Moderately dry silty sand,49.5,PICEMAR,VACCVIT,GEOCLIV,PLEUSCH,28.35,45.6,7,Level,999,L,1,0 – 0.5 degrees,1,Very rapid,0,441,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,68,Sandy,NA,NA,NA,4,61.24,1,32,non-calcareous,0.5,3,3,0,0,6.5,1,8.54,0,0,1,0.5,3,5.24,14.58,0,2.25,34.25,0
1003,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS3,White birch/lingonberry/lichen,Moderately dry loamy sand,90.25,BETUPAP,VACCULI,GEOCLIV,CLADMIT,36.81,66.06,4,Lower Slope,182,S,6,15.0 – 30.0 degrees,1,Very rapid,0,449,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,45,Sandy,NA,NA,NA,8,72.25,0.505,40,non-calcareous,15,0.5,10,1.5,0,11.5,10.45,3,0,10,0.5,0,3,0,14.99,0,2.5,40.25,0
1004,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS3,White birch/lingonberry/lichen,Moderately dry loamy sand,69.5,BETUPAP,VACCVIT,GEOCLIV,PLEUSCH,23.3,37.35,4,Lower Slope,118,E,4,5.0 – 9.0 degrees,1,Very rapid,0,452,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,68,Sandy,NA,NA,NA,11,52.75,0.5,34,non-calcareous,23.75,0.25,20.25,0,0,5.25,3.97,2.24,0,3,1,0,0.5,1.75,16.89,0,0.75,27.75,0
1005,2001,TS,Taiga Shield,A2,Eynard Lake Upland,TS7,White birch - black spruce/lingonberry,Moderately dry loamy sand,82,BETUPAP,VACCVIT,GEOCLIV,LICHSPP,46.76,66.31,4,Lower Slope,62,E,3,2.0 – 5.0 degrees,3,Well,0,448,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ORT,Orthic,68,Sandy,NA,NA,NA,5,68.25,1.005,37,non-calcareous,3,0,28.75,0,0,1.75,7.85,3,0,3,5,0,3,0,29.46,0,3.5,24,0
1006,1999 2000,BP,Boreal Plain,G13,Nisbet Plain,BP9,White spruce - trembling aspen/feathermoss,Fresh sand,86.5,PICEGLA,SALISP2,PETAPAL,PARMSUL,138.63,140.03,7,Level,999,L,1,0 – 0.5 degrees,5,Imperfect,0,480,8,Very Moist,2,Glacial-fluvial,2,Gleysolic,4,Luvic,ORT,Orthic,0,Loamy,NA,24,NA,38,150.02,0.75,40,strongly calcareous,15,36.25,0,0,0,15,49.5,66.25,37.5,19,0.25,62.5,10,0,1.74,0,11.52,6.5,0
1008,1999 2000,BP,Boreal Plain,G13,Nisbet Plain,BP5,Trembling aspen/prickly rose/grass,Fresh sand,NA,POPUTRE,CORYCOR,GRAMSPP,PHYSADS,60.21,61.01,7,Level,999,L,1,0 – 0.5 degrees,2,Rapid,0,488,3,Moderately Fresh,6,Eolian,5,Brunisolic,8,"Eutric				",ORT,Orthic,0,Sandy,NA,NA,NA,2,35.99,24.75,33,non-calcareous,23.75,0,0,0,0,0,1.25,0,0,0.5,0.75,0,0,0,22.18,0,7.51,3,0
1009,1999 2000,BP,Boreal Plain,G13,Nisbet Plain,BP5,Trembling aspen/prickly rose/grass,Fresh sand,NA,POPUTRE,ARCTUVA,THERRHO,CANDVIT,72.26,72.96,1,Crest,999,L,2,0.5 – 2.0 degrees,2,Rapid,0,485,3,Moderately Fresh,6,Eolian,5,Brunisolic,8,"Eutric				",ORT,Orthic,0,Sandy,NA,NA,NA,2,72.01,2.5,29,non-calcareous,23.75,0,0,1.5,0,0,21.4,0,0,20,1.75,0,0,0,35.63,0,8.01,3.5,0
1010,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,77.25,PICEMAR,LEDUGRO,GRAMSPP,PLEUSCH,104.975,191.125,5,Toe Slope,287,W,2,0.5 – 2.0 degrees,7,Very poor,1,493,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,REG,Rego,0,Loamy,NA,16,NA,27,198.53,5,46,extremely calcareous,0,0,0,0,1.5,0,0,63.21,0,0,0,51.5,22.4,2.25,12.24,0,6.26,100,0
1011,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,105.5,PICEMAR,BETUPUM,CARESPP,PLEUSCH,82.37,150.12,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,1,491,8,Very Moist,4,Lacustrine,2,Gleysolic,22,Humic,REG,Rego,0,Loamy,NA,30,NA,30,152.77,8,44,strongly calcareous,0,0.5,0,0,5.25,11.5,0,50.25,0,0,0,37.5,20,0.5,0.75,0,17.26,76.75,0
1013,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,86,PICEMAR,LEDUGRO,EQUISCI,PLEUSCH,74.22,157.48,5,Toe Slope,285,W,2,0.5 – 2.0 degrees,7,Very poor,1,490,10,Wet,7,Organic,1,Organic,3,Humisol,TER,Terric,0,Organic Humic,NA,NA,NA,9,146.78,1.5,39,extremely calcareous,0,31.25,0,0,0,3,0.25,56.35,0,0,0.25,45.44,20,0,2.98,0,6.01,70.76,0
1014,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,82.25,PICEMAR,LEDUGRO,EQUISCI,PLEUSCH,59.39,133.19,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,1,501,11,Very Wet,7,Organic,1,Organic,3,Humisol,LIM,Limnic,0,Organic Humic,NA,NA,NA,58,144.26,0.5,35,very strongly calcareous,NA,NA,NA,NA,NA,NA,0,48.35,0,0,0,39.38,3,12.16,5.43,0,5.27,77.75,0
1016,2002,BS,Boreal Shield,C10,Pine River Plain,BS17,Black spruce treed bog,Very moist mesic organic,73.5,PICEMAR,LEDUGRO,EQUISYL,PLEUSCH,122.95,141,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,0,294,9,Moderately Wet,7,Organic,1,Organic,2,Mesisol,TER,Terric,0,Organic Mesic,NA,49,NA,51,169.69,9,49,non-calcareous,3,1.75,0,0,3,1.75,3,14.65,0,3,0,10,3.49,1.75,41.33,0,55.5,52.75,0
1017,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,88,PICEMAR,LEDUGRO,EQUISCI,PLEUSCH,85.22,155.92,5,Toe Slope,999,L,1,0 – 0.5 degrees,7,Very poor,0,501,11,Very Wet,7,Organic,1,Organic,3,Humisol,LIM,Limnic,0,Organic Fibric,NA,28,NA,72,173.02,0.75,44,moderately calcareous,0.5,0.25,0,0,0.25,23.75,0,39.68,0,0,0,37.5,3,0.5,39.83,0,7.01,83.75,0
1019,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,88.5,PICEMAR,LEDUGRO,GRAMSPP,PLEUSCH,74.55,145.15,4,Lower Slope,300,W,2,0.5 – 2.0 degrees,7,Very poor,1,500,10,Wet,7,Organic,1,Organic,2,Mesisol,LIM,Limnic,0,Organic Fibric,NA,90,NA,15,138.29,10.005,50,strongly calcareous,5,0.25,0,0,0,10,2.73,36.33,0,0,2.73,20.01,20,0.5,4.7,0,16.01,74.25,0
1020,1999 2000,BS,Boreal Shield,D5,Highrock Lake Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,52.5,PINUBAN,VACCMYR,EPILANG,PLEUSCH,174.315,179.115,1,Crest,65,E,3,2.0 – 5.0 degrees,1,Very rapid,0,540,1,Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,10,Loamy,44,NA,44,3,137.65,0.25,28,non-calcareous,0,37.5,0.25,0.25,0,3,0.5,81.72,0,0.5,0.01,50.89,62.69,0.25,1.75,0,0.51,13.25,0
1021,2002,BS,Boreal Shield,C10,Pine River Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,55,PINUBAN,VACCMYR,GRAMSP1,CLADMIT,76.8,120.2,2,Upper Slope,84,E,6,15.0 – 30.0 degrees,2,Rapid,0,322,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,NA,NA,NA,9,133.5,0.25,21,non-calcareous,0,75,0,0,0,1.75,0,39.38,0,0,0,37.5,3,0,33.13,0,1.75,54.25,0
1022,1999 2000,BP,Boreal Plain,G14,NA,BP6,Trembling aspen/beaked hazel/sarsaparilla,Fresh loamy sand,NA,POPUTRE,ROSAACI,GRAMSPP,PHYSADS,152.21,152.71,7,Level,999,L,1,0 – 0.5 degrees,2,Rapid,0,NA,3,Moderately Fresh,6,Eolian,3,Chernozemic,14,Dark Gray,ORT,Orthic,0,Sandy,NA,NA,NA,4,113.67,51.25,29,non-calcareous,18.75,0,0,0,0,0,70.22,0,62.5,20,0.75,0,0,0,18.2,0,8.76,2,0
1023,2001,BP,Boreal Plain,G14,NA,BP18,Black spruce - tamarack treed swamp,Wet humic organic,71,PICEMAR,LEDUGRO,LINNBOR,PLEUSCH,414.8,484.1,6,Depression,999,L,1,0 – 0.5 degrees,7,Very poor,1,488,11,Very Wet,7,Organic,1,Organic,3,Humisol,TYP,Typic,0,Organic Humic,NA,106,NA,160,303.31,144.75,38,strongly calcareous,5,1.5,0,0,0,1.5,3,68,0,0,3,66.76,3,0.75,9.24,0,119.5,94.5,0
1024,2002,BS,Boreal Shield,C10,Pine River Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,87,PICEMAR,LEDUGRO,GEOCLIV,PLEUSCH,91.6,165.9,2,Upper Slope,12,N,5,9.0 – 15.0 degrees,5,Imperfect,0,354,8,Very Moist,1,Fluvial,2,Gleysolic,5,Gleysol,ORT,Orthic,7,Coarse-Silty,NA,NA,NA,9,152.75,3,27,non-calcareous,6.5,1.75,0,0,0,3,3.49,38.24,0,3,0.5,22.4,19,1.75,27.46,0,3,72,0
1026,2002,BS,Boreal Shield,C10,Pine River Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,53.59999847,PINUBAN,LEDUGRO,CORNCAN,PLEUSCH,142.15,236.85,3,Mid Slope,360,N,2,0.5 – 2.0 degrees,5,Imperfect,1,304,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,ORT,Orthic,1,Coarse-Silty,NA,NA,NA,3,237.9,0.75,36,non-calcareous,0.5,0.5,0,0,0,0.5,0,63.45,0,0,0,0,60.94,6.43,40.62,0,3,100,0
1027,2001,BP,Boreal Plain,G14,NA,BP14,Black spruce/Labrador tea/feathermoss,Very moist sandy clay loam,50.25,POPUTRE,VIBUEDU,MITENUD,BRYOSPP,185,188.7,7,Level,999,L,1,0 – 0.5 degrees,5,Imperfect,0,488,5,Very Fresh,4,Lacustrine,6,Regosolic,10,"Regosol	",GLE,Gleyed ,0,Coarse-Silty,NA,80,NA,30,163.43,12.25,44,non-calcareous,75,0,0,0,0,5.25,37.97,24.53,37.5,0.25,0.5,20,0.5,5.18,9.2,0,84,6,0
1028,1999 2000,BP,Boreal Plain,G13,Nisbet Plain,BP4,Jack pine - trembling aspen/feathermoss,Moderately fresh sand,45.5,PICEGLA,ARCTUVA,GRAMSPP,PHYSADS,78.7,80.5,2,Upper Slope,90,E,3,2.0 – 5.0 degrees,2,Rapid,0,481,3,Moderately Fresh,6,Eolian,3,Chernozemic,14,Dark Gray,ORT,Orthic,0,Sandy,NA,NA,NA,4,80.98,12.25,47,non-calcareous,50,0,0,0,0,0,11.57,28.19,0,10,1.75,10,19,1.49,19.05,0,9.25,7.75,0
