province,plant_community_code,plant_community_name_scientific,plant_community_name_common,successional_state,analysis_name,avg_cover_percent,avg_nlog_cover_percent,constancy_percent,prominence_value,nlog_prominence_value
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Oxytropis_sericea,0.64,0.16,36.8,0.39,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Picea_glauca,0.1,0.1,26.3,0.05,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Poa_pratensis,4.42,1.11,94.7,4.3,3.76
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Populus_tremuloides,0.1,0.1,36.8,0.06,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Potentilla_gracilis,1.2,0.28,26.3,0.62,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Primula_conjugens,0.42,0.1,57.9,0.32,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Rosa_arkansana,1.98,0.61,84.2,1.81,2.9
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Salix_petiolaris,0.1,0.1,63.2,0.08,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Sisyrinchium_montanum,0.33,0.1,36.8,0.2,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Solidago_simplex,0.96,0.17,63.2,0.76,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Symphoricarpos_occidentalis,0.54,0.14,36.8,0.33,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Symphyotrichum_ericoides,0.74,0.2,36.8,0.45,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Symphyotrichum_laeve,1.61,0.49,47.4,1.11,2.41
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Taraxacum_officinale,0.39,0.1,47.4,0.27,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Thalictrum_venulosum,0.36,0.1,26.3,0.18,0.1
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Thermopsis_rhombifolia,3.26,1.03,94.7,3.17,3.46
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Toxicoscordion_venenosum,4,1.39,21.1,1.84,2.91
Alberta,FFA5,Festuca campestris - Danthonia parryi,Foothills Rough Fescue - Parry Oat Grass,Reference plant community,Vicia_americana,1.28,0.34,94.7,1.25,2.52
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Achillea_millefolium,0.81,0.23,42.6,0.53,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Agoseris_glauca,0.67,0.15,42.6,0.43,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Amelanchier_alnifolia,0.44,0.15,34,0.26,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Anemone_multifida,1.01,0.26,59.6,0.78,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Artemisia_frigida,0.94,0.24,59.6,0.73,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Bromus_pumpellianus,2.26,0.67,44.7,1.51,2.72
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Calamagrostis_montanensis,0.9,0.29,25.5,0.45,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Campanula_rotundifolia,0.4,0.14,53.2,0.29,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Carex,2.86,0.81,80.9,2.57,3.25
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Cerastium_arvense,0.57,0.13,61.7,0.44,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Cirsium_arvense,4.39,1.37,48.9,3.07,3.42
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Comandra_umbellata,0.44,0.11,34,0.26,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Danthonia_parryi,31.69,3.38,100,31.69,5.76
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Dasiphora_fruticosa,1.66,0.55,87.2,1.55,2.74
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Elymus_lanceolatus,2.77,0.75,66,2.25,3.11
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Elymus_trachycaulus,3.07,0.95,87.2,2.86,3.35
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Erigeron_caespitosus,0.48,0.12,29.8,0.26,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Eriocoma_nelsonii,2.08,0.64,27.7,1.09,2.39
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Festuca_campestris,19.22,2.77,100,19.22,5.26
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Festuca_idahoensis,2.61,0.73,85.1,2.41,3.18
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Gaillardia_aristata,0.67,0.14,42.6,0.43,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Galium_boreale,2.79,0.82,83,2.54,3.23
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Geum_triflorum,1.34,0.34,42.6,0.87,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Hedysarum_alpinum,1.09,0.31,27.7,0.57,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Helictochloa_hookeri,1.38,0.37,55.3,1.02,2.33
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Hesperostipa_curtiseta,5.78,1.41,68.1,4.77,3.86
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Juniperus_horizontalis,3.77,0.93,21.3,1.74,2.86
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Koeleria_macrantha,3.4,0.96,80.9,3.05,3.42
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Lathyrus_ochroleucus,1.01,0.28,27.7,0.53,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Lupinus_sericeus,2.48,0.77,61.7,1.94,2.97
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Maianthemum_stellatum,0.93,0.2,25.5,0.47,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Monarda_fistulosa,1.98,0.6,27.7,1.04,2.34
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Oxytropis_sericea,1.23,0.33,44.7,0.82,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Pascopyrum_smithii,2.94,0.96,21.3,1.36,2.61
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Phleum_pratense,2.81,0.83,23.4,1.36,2.61
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Poa_pratensis,6.47,1.43,72.3,5.51,4.01
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Rosa_arkansana,1.66,0.5,80.9,1.49,2.7
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Salix_petiolaris,0.1,0.1,21.3,0.05,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Sisyrinchium_montanum,0.51,0.11,36.2,0.3,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Solidago_simplex,0.98,0.21,57.4,0.74,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Symphoricarpos_occidentalis,1.33,0.44,42.6,0.86,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Symphyotrichum_ericoides,1.19,0.32,42.6,0.77,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Symphyotrichum_laeve,1.09,0.32,40.4,0.7,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Taraxacum_officinale,0.6,0.21,27.7,0.32,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Thalictrum_venulosum,0.26,0.1,23.4,0.13,0.1
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Thermopsis_rhombifolia,4.02,1.23,83,3.66,3.6
Alberta,FFA6,Danthonia parryi - Festuca campestris - Poa pratensis,Parry Oat Grass - Foothills Rough Fescue - Kentucky Bluegrass,Grazing succession,Vicia_americana,0.9,0.22,76.6,0.79,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Achillea_millefolium,0.65,0.16,91.7,0.62,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Agoseris_glauca,1.26,0.36,66.7,1.03,2.33
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Anaphalis_margaritacea,0.23,0.1,33.3,0.13,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Anemone_multifida,1.88,0.6,50,1.33,2.59
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Artemisia_frigida,0.6,0.1,25,0.3,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Bromus_pumpellianus,1.84,0.52,58.3,1.41,2.64
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Calamagrostis_montanensis,0.37,0.1,25,0.18,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Campanula_rotundifolia,0.19,0.1,83.3,0.17,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Carex,3.81,1.2,100,3.81,3.64
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Cerastium_arvense,0.43,0.1,66.7,0.35,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Cirsium_arvense,0.1,0.1,41.7,0.06,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Danthonia_parryi,13.83,2.16,100,13.83,4.93
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Dasiphora_fruticosa,1.2,0.37,75,1.04,2.34
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Elymus_lanceolatus,2.63,0.77,83.3,2.4,3.18
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Elymus_trachycaulus,2.61,0.76,83.3,2.38,3.17
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Erigeron_caespitosus,0.38,0.1,33.3,0.22,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Festuca_campestris,30.03,3.36,100,30.03,5.7
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Festuca_idahoensis,5.49,1.47,100,5.49,4.01
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Gaillardia_aristata,0.82,0.27,50,0.58,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Galium_boreale,1.78,0.53,100,1.78,2.88
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Geum_triflorum,4.72,1.4,100,4.72,3.85
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Helictochloa_hookeri,2,0.68,41.7,1.29,2.56
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Hesperostipa_curtiseta,1.53,0.48,25,0.77,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Heuchera_richardsonii,0.4,0.1,25,0.2,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Juncus_balticus,0.7,0.19,33.3,0.4,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Juniperus_horizontalis,0.55,0.1,33.3,0.32,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Koeleria_macrantha,1.54,0.41,66.7,1.26,2.53
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Lathyrus_ochroleucus,0.37,0.1,25,0.18,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Lupinus_sericeus,1.38,0.38,66.7,1.12,2.42
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Maianthemum_stellatum,1.13,0.38,66.7,0.92,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Muhlenbergia_richardsonis,0.6,0.1,25,0.3,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Oxytropis_sericea,1.43,0.45,33.3,0.82,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Phleum_pratense,5.65,1.28,33.3,3.26,3.48
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Picea_glauca,0.1,0.1,25,0.05,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Poa_pratensis,10.12,1.84,83.3,9.24,4.53
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Populus_tremuloides,0.1,0.1,33.3,0.06,0.1
Alberta,FFA9,Festuca campestris - Danthonia parryi - Poa pratensis,Foothills Rough Fescue - Parry Oat Grass - Kentucky Bluegrass,Reference plant community,Potentilla_gracilis,1.34,0.39,41.7,0.86,0.1
